Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Akershus,7104.0,2.45100524526508,-528.0,-6.91823899371069,2011,mars
Oslo,11712.0,3.5035616477203697,-788.0,-6.304,2011,mars
Hedmark,2836.0,2.94204742329397,-56.0,-1.93637621023513,2011,mars
Oppland,2433.0,2.52268511368491,10.0,0.41271151465125,2011,mars
Buskerud,3785.0,2.72653310237016,-416.0,-9.902404189478691,2011,mars
Vestfold,4082.0,3.3857390778935406,-71.0,-1.70960751264146,2011,mars
Telemark,2987.0,3.44897256065786,-251.0,-7.75169857936998,2011,mars
Aust-Agder,1955.0,3.52256796682277,-85.0,-4.16666666666666,2011,mars
Vest-Agder,2572.0,2.91772089469892,-301.0,-10.4768534632788,2011,mars
Rogaland,5159.0,2.21319556271749,-1176.0,-18.563535911602212,2011,mars
Hordaland,6511.0,2.5430452989718,-568.0,-8.0237321655601,2011,mars
Sogn og Fjordane,1254.0,2.24032058237187,-155.0,-11.00070972320794,2011,mars
Møre og Romsdal,3284.0,2.47014661583821,-194.0,-5.57791834387579,2011,mars
Sør-Trøndelag,4700.0,3.02041387201802,-303.0,-6.05636618029182,2011,mars
Nord-Trøndelag,1837.0,2.74988061895516,-346.0,-15.84974805313788,2011,mars
Nordland,3543.0,2.94570090500362,133.0,3.90029325513196,2011,mars
Troms,2035.0,2.4476664261017502,-234.0,-10.31291317761128,2011,mars
Finnmark,1249.0,3.29023771717248,-217.0,-14.80218281036835,2011,mars
Ikke i et fylkesdistrikt,36.0,,4.0,12.5,2011,mars
Riket,74190.0,2.86675789123826,-5564.0,-6.97645259171953,2011,mars
