Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Østfold,4134.0,2.9901857892700603,-695.0,-14.39221370884241,2011,november
Akershus,6044.0,2.07785436330456,-561.0,-8.49356548069644,2011,november
Oslo,9955.0,2.947850289726,-2209.0,-18.16014468924695,2011,november
Hedmark,2401.0,2.5017617310248896,-105.0,-4.1899441340782095,2011,november
Oppland,1921.0,1.9976188923543199,-25.0,-1.2846865364850901,2011,november
Buskerud,3279.0,2.35503993053156,-186.0,-5.367965367965359,2011,november
Vestfold,3435.0,2.85329936973981,-145.0,-4.05027932960893,2011,november
Telemark,2777.0,3.21609365227655,98.0,3.65808137364688,2011,november
Aust-Agder,1659.0,2.9808536482073,-89.0,-5.09153318077803,2011,november
Vest-Agder,2286.0,2.5684343951970603,-203.0,-8.15588589795098,2011,november
Rogaland,4278.0,1.80482401868916,-896.0,-17.31735601082334,2011,november
Hordaland,5410.0,2.0950874451547903,-723.0,-11.788684167617799,2011,november
Sogn og Fjordane,861.0,1.53204801563037,-179.0,-17.21153846153846,2011,november
Møre og Romsdal,2546.0,1.9062791269586,-329.0,-11.443478260869561,2011,november
Sør-Trøndelag,3343.0,2.14285337470978,-1026.0,-23.48363469901579,2011,november
Nord-Trøndelag,1432.0,2.1559146321037796,-156.0,-9.82367758186398,2011,november
Nordland,3071.0,2.5551612597549003,-139.0,-4.33021806853582,2011,november
Troms,1640.0,1.97368604739715,-187.0,-10.23535851122058,2011,november
Finnmark,1095.0,2.88100494504108,-17.0,-1.52877697841726,2011,november
Ikke i et fylkesdistrikt,28.0,,1.0,3.7037037037037,2011,november
Riket,61595.0,2.37056461097638,-7771.0,-11.20289478995473,2011,november
