Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Østfold,4828.0,3.4921666643918297,-140.0,-2.81803542673107,2012,april
Akershus,6540.0,2.24837318597151,-458.0,-6.54472706487567,2012,april
Oslo,10755.0,3.18474433611283,-836.0,-7.2124924510396,2012,april
Hedmark,2677.0,2.7893445039373703,-113.0,-4.05017921146953,2012,april
Oppland,2220.0,2.30854447736939,-185.0,-7.69230769230769,2012,april
Buskerud,3567.0,2.56188698755904,-219.0,-5.78446909667194,2012,april
Vestfold,3586.0,2.97872825033099,-333.0,-8.49706557795356,2012,april
Telemark,2902.0,3.36085840075857,105.0,3.75402216660707,2012,april
Aust-Agder,1659.0,2.9808536482073,-175.0,-9.54198473282442,2012,april
Vest-Agder,2382.0,2.6762951572000904,-51.0,-2.0961775585696603,2012,april
Rogaland,4392.0,1.85291890838775,-420.0,-8.728179551122189,2012,april
Hordaland,5482.0,2.12297030948957,-883.0,-13.87274155538099,2012,april
Sogn og Fjordane,1102.0,1.9608791094363203,-125.0,-10.18744906275468,2012,april
Møre og Romsdal,2723.0,2.0388052092334097,-408.0,-13.03098051740658,2012,april
Sør-Trøndelag,3640.0,2.3332295195763098,-969.0,-21.02408331525276,2012,april
Nord-Trøndelag,1674.0,2.52025216071349,8.0,0.48019207683073,2012,april
Nordland,3380.0,2.8122582409546,-77.0,-2.22736476713913,2012,april
Troms,1967.0,2.3672197897745098,-18.0,-0.90680100755667,2012,april
Finnmark,1230.0,3.23619733552559,46.0,3.88513513513513,2012,april
Ikke i et fylkesdistrikt,50.0,,12.0,,2012,april
Riket,66756.0,2.56919248592157,-5239.0,-7.27689422876588,2012,april
