Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Østfold,4426.0,3.17386631875852,7.0,0.15840687938446998,2012,mai
Akershus,6115.0,2.07318683825588,-412.0,-6.31224145855676,2012,mai
Oslo,10151.0,2.94018753698442,-343.0,-3.2685344006098704,2012,mai
Hedmark,2421.0,2.53588414857784,-49.0,-1.98380566801619,2012,mai
Oppland,2009.0,2.09042038999169,-114.0,-5.369759773904851,2012,mai
Buskerud,3348.0,2.38590623806089,-80.0,-2.33372228704784,2012,mai
Vestfold,3283.0,2.71260374769466,-252.0,-7.12871287128712,2012,mai
Telemark,2586.0,2.99703984946932,171.0,7.080745341614899,2012,mai
Aust-Agder,1581.0,2.81210351408174,55.0,3.60419397116644,2012,mai
Vest-Agder,2168.0,2.4191493614728903,31.0,1.4506317267197,2012,mai
Rogaland,4008.0,1.66614974315457,-416.0,-9.40325497287522,2012,mai
Hordaland,5163.0,1.9773988785003902,-640.0,-11.02877821816302,2012,mai
Sogn og Fjordane,991.0,1.75844227069513,-28.0,-2.74779195289499,2012,mai
Møre og Romsdal,2426.0,1.80348327406048,-360.0,-12.921751615218948,2012,mai
Sør-Trøndelag,3286.0,2.08592517418221,-666.0,-16.85222672064777,2012,mai
Nord-Trøndelag,1418.0,2.1408215506873303,-46.0,-3.1420765027322397,2012,mai
Nordland,3059.0,2.5344429470876997,-139.0,-4.34646654158849,2012,mai
Troms,1837.0,2.20362082611933,5.0,0.27292576419213,2012,mai
Finnmark,1135.0,2.96547585175128,59.0,5.48327137546468,2012,mai
Ikke i et fylkesdistrikt,38.0,,7.0,,2012,mai
Riket,61449.0,2.34239520417985,-3210.0,-4.9645061012388,2012,mai
