Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Akershus,7338.0,2.53173937074256,-79.0,-1.06512066873398,2011,januar
Oslo,13019.0,3.89454141834627,78.0,0.60273549184761,2011,januar
Hedmark,3131.0,3.24807844934182,57.0,1.8542615484710399,2011,januar
Oppland,2581.0,2.67614068163615,-211.0,-7.5573065902578795,2011,januar
Buskerud,4180.0,3.01107222401778,61.0,1.48094197620781,2011,januar
Vestfold,4240.0,3.51678924308394,-81.0,-1.87456607266836,2011,januar
Telemark,3229.0,3.7284005351068803,60.0,1.8933417481855401,2011,januar
Aust-Agder,2197.0,3.95860962818907,137.0,6.6504854368932,2011,januar
Vest-Agder,2877.0,3.26371812365816,-113.0,-3.7792642140468202,2011,januar
Rogaland,6063.0,2.6010088576770998,-334.0,-5.22119743629826,2011,januar
Hordaland,7454.0,2.91135918576806,244.0,3.38418862690707,2011,januar
Sogn og Fjordane,1341.0,2.39574952229719,-26.0,-1.9019751280175499,2011,januar
Møre og Romsdal,3547.0,2.66796895443913,91.0,2.63310185185185,2011,januar
Sør-Trøndelag,5131.0,3.29739225049456,-112.0,-2.13618157543391,2011,januar
Nord-Trøndelag,1994.0,2.98490035612226,-199.0,-9.07432740538075,2011,januar
Nordland,3913.0,3.25332420019169,151.0,4.01382243487506,2011,januar
Troms,2231.0,2.68341218507764,-190.0,-7.8479966955803295,2011,januar
Finnmark,1371.0,3.61162202581543,-199.0,-12.67515923566879,2011,januar
Ikke i et fylkesdistrikt,51.0,,19.0,59.375,2011,januar
Riket,81281.0,3.14075951149396,-546.0,-0.66726141738057,2011,januar
