Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Østfold,4964.0,3.5596638965922502,305.0,6.54646919939901,2012,august
Akershus,6611.0,2.24134720976445,-479.0,-6.7559943582510495,2012,august
Oslo,11537.0,3.341635662909,255.0,2.2602375465343,2012,august
Hedmark,2606.0,2.7296629868623903,-182.0,-6.52797704447632,2012,august
Oppland,2153.0,2.24025639604386,13.0,0.60747663551401,2012,august
Buskerud,3370.0,2.40158423604098,-318.0,-8.62255965292841,2012,august
Vestfold,3763.0,3.10920740255103,-215.0,-5.404725992961279,2012,august
Telemark,3052.0,3.53710967539844,-70.0,-2.24215246636771,2012,august
Aust-Agder,1808.0,3.21586537220733,10.0,0.55617352614015,2012,august
Vest-Agder,2527.0,2.81973728618173,-7.0,-0.27624309392265,2012,august
Rogaland,4483.0,1.86361010443163,-394.0,-8.07873692843961,2012,august
Hordaland,5687.0,2.1780878214278,-748.0,-11.62393162393162,2012,august
Sogn og Fjordane,1052.0,1.86668140138373,-87.0,-7.638279192273919,2012,august
Møre og Romsdal,2727.0,2.02724603807211,-256.0,-8.581964465303379,2012,august
Sør-Trøndelag,3707.0,2.35317243478194,-454.0,-10.91083874068733,2012,august
Nord-Trøndelag,1687.0,2.54694355148767,3.0,0.17814726840855,2012,august
Nordland,3427.0,2.83933833921855,-227.0,-6.21237000547345,2012,august
Troms,1983.0,2.37875889939827,15.0,0.7621951219512101,2012,august
Finnmark,1268.0,3.31297214098734,-71.0,-5.30246452576549,2012,august
Ikke i et fylkesdistrikt,33.0,,8.0,,2012,august
Riket,68445.0,2.60907809321697,-2899.0,-4.0634110787172,2012,august
