Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Østfold,4419.0,3.1963306731457197,-19.0,-0.42812077512392,2011,mai
Akershus,6527.0,2.24390394263548,-459.0,-6.57028342399083,2011,mai
Oslo,10494.0,3.10745765347912,-1512.0,-12.59370314842578,2011,mai
Hedmark,2470.0,2.57365742425301,-73.0,-2.8706252457727,2011,mai
Oppland,2123.0,2.20767564209694,-35.0,-1.62187210379981,2011,mai
Buskerud,3428.0,2.46205455378536,-312.0,-8.34224598930481,2011,mai
Vestfold,3535.0,2.93636485357503,-58.0,-1.6142499304202602,2011,mai
Telemark,2415.0,2.79685494067262,-379.0,-13.56478167501789,2011,mai
Aust-Agder,1526.0,2.74188225868857,-240.0,-13.59003397508493,2011,mai
Vest-Agder,2137.0,2.40102550417153,-193.0,-8.2832618025751,2011,mai
Rogaland,4424.0,1.86641922830315,-783.0,-15.03744958709429,2011,mai
Hordaland,5803.0,2.24728141298211,-303.0,-4.96233213232885,2011,mai
Sogn og Fjordane,1019.0,1.8131903924824,-222.0,-17.888799355358582,2011,mai
Møre og Romsdal,2786.0,2.0859755097041,-224.0,-7.441860465116271,2011,mai
Sør-Trøndelag,3952.0,2.53322062125428,-314.0,-7.36052508204407,2011,mai
Nord-Trøndelag,1464.0,2.20409149539101,-371.0,-20.217983651226152,2011,mai
Nordland,3198.0,2.6608289510570398,46.0,1.45939086294416,2011,mai
Troms,1832.0,2.2047517309948703,-206.0,-10.10794896957801,2011,mai
Finnmark,1076.0,2.8310149048988102,-279.0,-20.59040590405904,2011,mai
Ikke i et fylkesdistrikt,31.0,,1.0,3.33333333333333,2011,mai
Riket,64659.0,2.48848668205409,-5935.0,-8.407230076210439,2011,mai
