Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Østfold,4608.0,3.30437776702197,246.0,5.63961485557083,2012,juni
Akershus,6296.0,2.13455181253622,-251.0,-3.8338170154269102,2012,juni
Oslo,10626.0,3.07776896542177,170.0,1.62586074980872,2012,juni
Hedmark,2449.0,2.5652128376155,-28.0,-1.13039967702866,2012,juni
Oppland,2033.0,2.11539305766706,21.0,1.04373757455268,2012,juni
Buskerud,3367.0,2.39944632722551,-100.0,-2.8843380444188003,2012,juni
Vestfold,3500.0,2.8919016499943098,-130.0,-3.5812672176308498,2012,juni
Telemark,2847.0,3.2995253099146,107.0,3.9051094890510902,2012,juni
Aust-Agder,1740.0,3.0949146834296197,66.0,3.9426523297491003,2012,juni
Vest-Agder,2308.0,2.5753674936713202,131.0,6.01745521359669,2012,juni
Rogaland,4318.0,1.79501861051433,-153.0,-3.4220532319391603,2012,juni
Hordaland,5507.0,2.10914887156724,-587.0,-9.63242533639645,2012,juni
Sogn og Fjordane,865.0,1.53486636140392,-89.0,-9.32914046121593,2012,juni
Møre og Romsdal,2454.0,1.8242984148987702,-279.0,-10.208562019758501,2012,juni
Sør-Trøndelag,3535.0,2.2439882808077,-442.0,-11.11390495348252,2012,juni
Nord-Trøndelag,1524.0,2.30085475546367,14.0,0.9271523178807899,2012,juni
Nordland,3230.0,2.67611988201807,-15.0,-0.46224961479198,2012,juni
Troms,1830.0,2.1952237952086997,1.0,0.05467468562055,2012,juni
Finnmark,1120.0,2.92628454093519,18.0,1.6333938294010801,2012,juni
Ikke i et fylkesdistrikt,39.0,,9.0,,2012,juni
Riket,64196.0,2.44710902581864,-1291.0,-1.97138363339288,2012,juni
