Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Østfold,4659.0,3.36992636483048,-382.0,-7.57786153540964,2011,august
Akershus,7090.0,2.43745655788043,-295.0,-3.99458361543669,2011,august
Oslo,11282.0,3.34079828917014,-2120.0,-15.81853454708252,2011,august
Hedmark,2788.0,2.9050027930434803,77.0,2.84028033935817,2011,august
Oppland,2140.0,2.2253536853921196,35.0,1.66270783847981,2011,august
Buskerud,3688.0,2.6487914802684998,-221.0,-5.65361985162445,2011,august
Vestfold,3978.0,3.3043449469650503,138.0,3.5937499999999996,2011,august
Telemark,3122.0,3.61564435808693,279.0,9.81357720717551,2011,august
Aust-Agder,1798.0,3.23060570191485,-107.0,-5.61679790026246,2011,august
Vest-Agder,2534.0,2.84707469703822,-132.0,-4.95123780945236,2011,august
Rogaland,4877.0,2.05753313210543,-378.0,-7.193149381541381,2011,august
Hordaland,6435.0,2.49203099992071,-261.0,-3.89784946236559,2011,august
Sogn og Fjordane,1139.0,2.02671624831939,-185.0,-13.97280966767371,2011,august
Møre og Romsdal,2983.0,2.23347629054104,-322.0,-9.74281391830559,2011,august
Sør-Trøndelag,4161.0,2.66718901949369,-535.0,-11.39267461669506,2011,august
Nord-Trøndelag,1684.0,2.53530743049076,-190.0,-10.13874066168623,2011,august
Nordland,3654.0,3.0402342048663,-11.0,-0.30013642564802,2011,august
Troms,1968.0,2.36842325687658,-150.0,-7.0821529745042495,2011,august
Finnmark,1339.0,3.52298230265754,8.0,0.60105184072126,2011,august
Ikke i et fylkesdistrikt,25.0,,-5.0,-16.66666666666666,2011,august
Riket,71344.0,2.74576770201313,-4757.0,-6.25090340468587,2011,august
