Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Akershus,7084.0,2.4441048926601603,614.0,9.489953632148369,2010,september
Oslo,12982.0,3.88347313103704,1064.0,8.92767242825977,2010,september
Hedmark,2494.0,2.58725891174018,-37.0,-1.46187277755827,2010,september
Oppland,1941.0,2.0125490364416,-156.0,-7.43919885550786,2010,september
Buskerud,3621.0,2.6083953404708997,286.0,8.57571214392803,2010,september
Vestfold,3677.0,3.04981935066501,-49.0,-1.31508319914117,2010,september
Telemark,2735.0,3.15799797569443,259.0,10.460420032310171,2010,september
Aust-Agder,1828.0,3.29373618585782,127.0,7.46619635508524,2010,september
Vest-Agder,2500.0,2.8360428603216503,148.0,6.292517006802719,2010,september
Rogaland,5186.0,2.2247784819253598,261.0,5.2994923857868,2010,september
Hordaland,6172.0,2.41063977657103,313.0,5.3422085680150095,2010,september
Sogn og Fjordane,1069.0,1.90981076758814,115.0,12.0545073375262,2010,september
Møre og Romsdal,2973.0,2.23621982000213,7.0,0.236008091706,2010,september
Sør-Trøndelag,4346.0,2.79291886974262,-30.0,-0.68555758683729,2010,september
Nord-Trøndelag,1613.0,2.41456583471675,-152.0,-8.611898016997161,2010,september
Nordland,3279.0,2.72620752681537,231.0,7.5787401574803095,2010,september
Troms,1954.0,2.3502408828515,-39.0,-1.95684897139989,2010,september
Finnmark,1145.0,3.01627076554242,-65.0,-5.3719008264462795,2010,september
Ikke i et fylkesdistrikt,34.0,,9.0,36.0,2010,september
Riket,71431.0,2.76014803786278,3276.0,4.80669063164844,2010,september
