Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Østfold,4968.0,3.56163282655461,20.0,0.40420371867421,2011,april
Akershus,6998.0,2.4144333764590398,-795.0,-10.20146285127678,2011,april
Oslo,11591.0,3.4673653567902,-1038.0,-8.21917808219178,2011,april
Hedmark,2790.0,2.8943273310966697,-39.0,-1.3785790031813299,2011,april
Oppland,2405.0,2.49365297920765,-50.0,-2.0366598778004,2011,april
Buskerud,3786.0,2.72725345457687,-331.0,-8.03983483118775,2011,april
Vestfold,3919.0,3.2505417555768696,-222.0,-5.36102390726877,2011,april
Telemark,2797.0,3.2295869608838403,-307.0,-9.89046391752577,2011,april
Aust-Agder,1834.0,3.30454713613963,-3.0,-0.16330974414806,2011,april
Vest-Agder,2433.0,2.76003691166503,-278.0,-10.25451862781261,2011,april
Rogaland,4812.0,2.06433360104605,-1098.0,-18.578680203045682,2011,april
Hordaland,6365.0,2.48602109168415,-424.0,-6.245396965679769,2011,april
Sogn og Fjordane,1227.0,2.19208401480884,-178.0,-12.66903914590747,2011,april
Møre og Romsdal,3131.0,2.3550636584011597,-250.0,-7.394262052647139,2011,april
Sør-Trøndelag,4609.0,2.96193351832575,-94.0,-1.99872421858388,2011,april
Nord-Trøndelag,1666.0,2.49390370777316,-488.0,-22.65552460538533,2011,april
Nordland,3457.0,2.87419927423017,-54.0,-1.53802335516946,2011,april
Troms,1985.0,2.3875272018732003,-352.0,-15.06204535729567,2011,april
Finnmark,1184.0,3.11900837240369,-311.0,-20.80267558528428,2011,april
Ikke i et fylkesdistrikt,38.0,,-3.0,-7.3170731707317,2011,april
Riket,71995.0,2.78194142579456,-6295.0,-8.04061821433133,2011,april
