Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Østfold,4237.0,3.0646872736181,-561.0,-11.69237182159233,2011,september
Akershus,6577.0,2.26109334008175,-507.0,-7.15697346132128,2011,september
Oslo,10764.0,3.1874093941346797,-2218.0,-17.08519488522569,2011,september
Hedmark,2435.0,2.53718859435469,-59.0,-2.36567762630312,2011,september
Oppland,1925.0,2.00177843195319,-16.0,-0.82431736218444,2011,september
Buskerud,3452.0,2.47929180853765,-169.0,-4.66721900027616,2011,september
Vestfold,3722.0,3.0916973083468897,45.0,1.2238237693772,2011,september
Telemark,2850.0,3.3006362653900503,115.0,4.20475319926873,2011,september
Aust-Agder,1621.0,2.91257610834481,-207.0,-11.32385120350109,2011,september
Vest-Agder,2266.0,2.5459634031130998,-234.0,-9.36,2011,september
Rogaland,4612.0,1.9457336078060798,-574.0,-11.0682607018897,2011,september
Hordaland,5767.0,2.23333998081473,-405.0,-6.56189241736876,2011,september
Sogn og Fjordane,895.0,1.59254700811752,-174.0,-16.27689429373246,2011,september
Møre og Romsdal,2708.0,2.02757418531181,-265.0,-8.91355533131517,2011,september
Sør-Trøndelag,3636.0,2.3306655310932602,-710.0,-16.33686148182236,2011,september
Nord-Trøndelag,1522.0,2.2914120600991303,-91.0,-5.64166150030998,2011,september
Nordland,3335.0,2.77481693301289,56.0,1.7078377554132302,2011,september
Troms,1684.0,2.0266385998882903,-270.0,-13.817809621289658,2011,september
Finnmark,1219.0,3.20725573333797,74.0,6.462882096069859,2011,september
Ikke i et fylkesdistrikt,27.0,,-7.0,-20.58823529411764,2011,september
Riket,65254.0,2.51138603985149,-6177.0,-8.64750598479651,2011,september
