gridid;antall_eneboliger;antall_smaahus;antall_leiligheter;antall_leilighetsbygg;antall_naringsbygg;antall_andrebygg;antall_hytter;antall_boenheter;antall_husstander;naring_areal;antall_personer;antall_ansatte;ald_u_5;ald_6_12;ald_13_15;ald_16_18;ald_19_23;ald_24_34;ald_35_44;ald_45_54;ald_55_64;ald_65_74;ald_75_84;ald_85_o;ald_snittalder;ald_totalt;ald_person_aar;alk_u_5;alk_6_12;alk_13_15;alk_16_18;alk_19_23;alk_24_34;alk_35_44;alk_45_54;alk_55_64;alk_65_74;alk_75_84;alk_85_o;alk_snittalder;alk_totalt;alk_person_aar;alm_u_5;alm_6_12;alm_13_15;alm_16_18;alm_19_23;alm_24_34;alm_35_44;alm_45_54;alm_55_64;alm_65_74;alm_75_84;alm_85_o;alm_snittalder;alm_totalt;alm_person_aar;ans_sysselsatte;ans_ansatte;ans_utpendlere;ans_innpendlere;ans_befolkningdagtid;bot_enebolig;bot_tomannsbolig;bot_rekkehus;bot_blokk;bot_annen_bolig;bot_totalt;eif_selveier;eif_eier_borettslagsbolig;eif_leier;eif_totalt;fam_enslig_uten_barn;fam_enslig_med_sma_barn;fam_enslig_med_store_barn;fam_enslig_med_barn;fam_enslig;fam_par_uten_barn;fam_par_med_sma_barn;fam_par_med_store_barn;fam_par_med_barn;fam_par;fam_enfamilie_med_voksne_barn;fam_flerfamilie_uten_barn;fam_flerfamilie_med_sma_barn;fam_flerfamilie_med_store_barn;fam_flerfamilie;fam_totalt;for_0;for_0_50;for_50_200;for_200_400;for_400_700;for_700_1000;for_1000_2000;for_2000_3000;for_3000_4000;for_4000_over;for_snittformue;for_person_kroner;for_totalt;int_0;int_0_100;int_100_200;int_200_300;int_300_400;int_400_500;int_500_600;int_600_700;int_700_800;int_800_1000;int_1000_1500;int_1500_over;int_snittintekt;int_person_kroner;int_totalt;siv_ugift_mann;siv_ugift_kvinne;siv_gift;siv_enke_eller_enkemann;siv_separert_eller_skilt;siv_totalt;utf_allmenne_fag;utf_humanetiske_og_estetiske;utf_larerutd_og_pedagogikk;utf_samfunnsfag_og_juridiske;utf_okonomiske_administrative;utf_naturvitenskap_og_handverk;utf_helse_og_sosial;utf_primarnaring;utf_samferdsel_og_service;utf_uoppgitt;utf_totalt;utn_ingen_eller_uoppgitt;utn_grunnskole;utn_videregaaende;utn_hogskole_universitet_lavt;utn_hogskole_universitet_hoyt;utn_totalt;grunnkrets_id;grunnkretsnavn;kommune_id;kommunenavn;forbruk_dagligvare;bot_bofelleskap;Hovedsentrum2024_centroid;Hovedsentrum2024_intersect
191950_6575750;0,;0,;20,;2,;1,;0,;0,;20,;18,550999999999998;1067,;27,736000000000001;17,452999999999999;1,074;0,895;0,417;0,477;1,313;3,82;3,462;2,746;2,149;3,223;4,656;3,462;53,211;27,82;1480,348999999999933;0,417;0,597;0,119;0,358;0,656;1,671;1,074;1,074;1,134;1,85;3,283;1,91;56,979999999999997;14,209;809,625999999999976;0,656;0,298;0,298;0,119;0,656;2,149;2,388;1,671;1,014;1,373;1,373;1,552;49,281;13,611000000000001;670,796000000000049;6,806;17,452999999999999;6,686;6,022;27,071999999999999;3,701;2,089;0,;14,686;4,835;27,82;4,119;5,97;9,372999999999999;19,462;14,327999999999999;0,238;0,597;0,835;15,164;2,447;0,597;0,358;0,955;3,403;0,477;0,358;0,;0,119;0,477;19,521999999999998;12,;1,671;2,209;1,373;3,044;2,567;1,432;0,597;0,119;0,298;514150,943000000028405;13014925,372999999672174;25,312999999999999;2,388;3,044;4,776;7,164;4,059;1,91;0,716;0,477;0,179;0,537;0,059;0,;248909,198000000003958;6300746,268000000156462;25,312999999999999;7,403;4,955;6,388;4,298;4,656;27,701000000000001;11,94;0,776;1,074;0,358;2,626;2,686;2,149;0,119;1,074;2,626;25,431999999999999;1,552;10,029;9,432;3,462;0,895;25,373000000000001;40030106;Lundedalen;4003;Skien;1078942,088999999919906;;;1,
191950_6575850;1,;0,;61,;2,;3,;0,;0,;62,;57,509;1702,;85,981999999999999;27,838999999999999;3,331;2,776;1,295;1,48;4,071;11,843999999999999;10,734;8,513;6,662;9,994;14,435;10,734;53,211;86,244;4589,083999999999833;1,295;1,85;0,37;1,11;2,035;5,182;3,331;3,331;3,516;5,737;10,179;5,922;56,979999999999997;44,046999999999997;2509,840999999999894;2,035;0,925;0,925;0,37;2,035;6,662;7,403;5,182;3,146;4,256;4,256;4,811;49,281;42,197000000000003;2079,467999999999847;21,097999999999999;27,838999999999999;20,728000000000002;9,606;74,859999999999999;11,474;6,477;0,;45,527999999999999;14,991;86,244;12,77;18,507000000000001;29,056000000000001;60,334000000000003;44,417000000000002;0,74;1,85;2,591;47,009;7,588;1,85;1,11;2,961;10,548999999999999;1,48;1,11;0,;0,37;1,48;60,518999999999998;37,23;5,182;6,847;4,256;9,438000000000001;7,958;4,441;1,85;0,37;0,925;514150,943000000028405;40346268,656000003218651;78,471000000000004;7,403;9,438000000000001;14,806000000000001;22,209;12,585000000000001;5,922;2,22;1,48;0,555;1,665;0,185;0,;248909,198000000003958;19532313,432000000029802;78,471000000000004;22,949000000000002;15,361000000000001;19,803000000000001;13,324999999999999;14,435;85,873999999999995;37,014000000000003;2,406;3,331;1,11;8,143000000000001;8,327999999999999;6,662;0,37;3,331;8,143000000000001;78,840999999999994;4,811;31,091999999999999;29,241;10,734;2,776;78,656000000000006;40030106;Lundedalen;4003;Skien;3344720,478000000119209;;;1,
191950_6575950;15,;2,;15,;0,;2,;0,;0,;32,;29,681999999999999;649,;44,378;10,615;1,719;1,432;0,668;0,764;2,101;6,113;5,54;4,394;3,438;5,158;7,45;5,54;53,211;44,512999999999998;2368,559000000000196;0,668;0,955;0,191;0,573;1,05;2,674;1,719;1,719;1,814;2,961;5,253;3,056;56,979999999999997;22,734000000000002;1295,402000000000044;1,05;0,477;0,477;0,191;1,05;3,438;3,82;2,674;1,623;2,197;2,197;2,483;49,281;21,779;1073,273999999999887;10,888999999999999;10,615;10,698;3,663;37,341999999999999;5,922;3,343;0,;23,498000000000001;7,737;44,512999999999998;6,591;9,552;14,997;31,141;22,925000000000001;0,382;0,955;1,337;24,262;3,916;0,955;0,573;1,528;5,444;0,764;0,573;0,;0,191;0,764;31,234999999999999;19,199999999999999;2,674;3,534;2,197;4,871;4,107;2,292;0,955;0,191;0,477;514150,943000000028405;20823880,596999999135733;40,500999999999998;3,82;4,871;7,641;11,462;6,495;3,056;1,146;0,764;0,286;0,859;0,095;0,;248909,198000000003958;10081194,028999999165535;40,500999999999998;11,843999999999999;7,928;10,221;6,877;7,45;44,322000000000003;19,103999999999999;1,241;1,719;0,573;4,203;4,298;3,438;0,191;1,719;4,203;40,692;2,483;16,047000000000001;15,092000000000001;5,54;1,432;40,597000000000001;40030106;Lundedalen;4003;Skien;1726307,343000000109896;;;1,
191950_6576050;14,;2,;10,;0,;0,;0,;0,;26,;24,116;0,;46,350999999999999;0,;1,395;1,326;0,575;0,62;1,901;6,335;4,168;4,089;4,165;4,316;4,605;3,317;50,064;36,776000000000003;1841,245;0,444;0,84;0,22;0,399;1,081;3,152;1,722;1,853;2,094;2,435;3,117;2,022;52,82;19,364999999999998;1022,868000000000052;0,95;0,485;0,354;0,22;0,819;3,183;2,445;2,235;2,07;1,881;1,488;1,295;47,003999999999998;17,411000000000001;818,417000000000030;12,699;0,;8,551;0,;37,801000000000002;8,211;3,40;0,;14,943;4,15;36,841000000000001;6,625;8,34;9,516999999999999;24,483000000000001;16,442;0,31;1,102;1,412;17,855;3,996;0,578;0,399;0,978;4,974;0,947;0,399;0,;0,22;0,62;24,396999999999998;15,744;1,712;3,097;2,142;3,462;3,30;1,925;0,644;0,22;0,616;651439,456000000005588;21410226,767000000923872;32,866;2,642;3,20;6,135;8,385;5,729;2,938;1,388;0,62;0,592;1,057;0,044;0,131;300046,864999999990687;9861348,392000000923872;32,866;10,07;7,841;8,131;4,206;6,439;36,686;13,996;1,367;1,264;0,399;4,261;4,306;4,165;0,089;1,198;2,363;33,412999999999997;1,295;10,861000000000001;14,015000000000001;5,87;1,326;33,369;40030106;Lundedalen;4003;Skien;1803086,303000000072643;;;1,
191950_6576150;16,;3,;23,;1,;2,;0,;0,;42,;38,957999999999998;1238,;74,876000000000005;21,082000000000001;2,422;2,901;1,163;1,138;3,706;13,241;6,818;8,010999999999999;9,757;7,213;4,193;2,603;45,173999999999999;62,694000000000003;2832,182999999999993;0,661;1,689;0,563;0,587;2,311;7,114;3,854;4,01;4,719;3,985;2,42;2,114;46,828000000000003;33,787999999999997;1582,281999999999925;1,76;1,212;0,60;0,55;1,395;6,127;2,963;4,;5,037;3,227;1,773;0,489;43,243000000000002;28,905999999999999;1250,003999999999905;28,731000000000002;21,082000000000001;13,497999999999999;7,027;68,403999999999996;21,23;7,277;0,;15,57;3,03;62,926000000000002;13,263999999999999;14,066000000000001;10,302;37,633000000000003;21,789000000000001;0,55;2,444;2,995;24,783999999999999;8,018000000000001;0,563;0,612;1,175;9,194000000000001;2,212;0,513;0,;0,464;0,978;37,168999999999997;26,663;1,81;5,304;4,082;4,277;5,01;3,091;0,733;0,489;1,479;813097,599999999976717;43047566,688000001013279;52,942;3,548;3,682;9,843;11,382;9,987;5,697;3,264;0,978;1,662;2,42;0,;0,476;361934,670999999972992;19161791,776000000536442;52,942;17,931000000000001;15,884;13,048999999999999;3,704;11,298;61,866999999999997;19,664999999999999;2,97;1,785;0,513;8,420999999999999;8,68;9,547000000000001;0,024;1,479;1,849;54,938000000000002;0,748;13,308;25,952000000000002;12,335000000000001;2,58;54,924999999999997;40030108;Huken;4003;Skien;2912677,875;;;1,
191950_6576250;6,;5,;24,;0,;2,;0,;0,;35,;32,465000000000003;314,;60,488;3,361;3,14;5,029;2,029;1,848;4,433;10,981;11,000999999999999;8,374000000000001;8,178000000000001;5,774;3,126;1,213;40,514000000000003;64,885000000000005;2628,788000000000011;1,603;2,637;0,879;1,06;2,326;5,05;5,519;3,41;3,733;3,229;1,498;0,877;40,677;31,657;1287,755000000000109;1,537;2,391;1,15;0,788;2,107;5,931;5,481;4,963;4,444;2,545;1,628;0,335;40,357999999999997;33,228000000000002;1341,026000000000067;22,193999999999999;3,361;11,24;1,169;50,417000000000002;20,817;7,87;0,;16,684000000000001;9,218999999999999;64,962999999999994;9,52;7,281;13,804;30,606000000000002;18,411000000000001;0,788;1,679;2,467;20,878;5,179;0,879;1,241;2,12;7,299;1,601;0,516;0,;0,154;0,671;30,451000000000001;28,158999999999999;1,899;3,15;2,311;2,117;2,62;1,549;0,503;0,335;1,098;607464,576000000000931;26574343,217000000178814;43,746000000000002;4,899;4,252;8,811999999999999;8,721;6,612;4,405;2,816;0,671;0,813;1,498;0,;0,245;298513,500999999989290;13058868,862999999895692;43,746000000000002;19,372;14,109;12,818;2,79;9,728999999999999;58,82;19,085000000000001;2,286;1,718;0,516;4,881;6,782;6,639;0,181;1,098;3,814;47,003999999999998;2,237;14,721;18,07;9,211;2,675;46,912999999999997;40030109;Duestien;4003;Skien;2352988,084999999962747;;;1,
192050_6575750;9,;2,;22,;0,;7,;0,;0,;33,;30,609999999999999;3528,;41,969000000000001;59,045999999999999;1,773;1,477;0,689;0,788;2,167;6,304;5,713;4,531;3,546;5,319;7,683;5,713;53,211;45,904000000000003;2442,577000000000226;0,689;0,985;0,197;0,591;1,083;2,758;1,773;1,773;1,871;3,053;5,417;3,152;56,979999999999997;23,443999999999999;1335,883000000000038;1,083;0,492;0,492;0,197;1,083;3,546;3,94;2,758;1,674;2,265;2,265;2,561;49,281;22,459;1106,814000000000078;11,228999999999999;59,045999999999999;11,032;20,385999999999999;51,323;6,107;3,447;0,;24,231999999999999;7,979;45,904000000000003;6,797;9,85;15,465;32,113;23,640999999999998;0,394;0,985;1,379;25,02;4,038;0,985;0,591;1,576;5,614;0,788;0,591;0,;0,197;0,788;32,210999999999999;19,81;2,758;3,644;2,265;5,023;4,235;2,364;0,985;0,197;0,492;514150,943000000028405;21474626,864999998360872;41,767000000000003;3,94;5,023;7,88;11,82;6,698;3,152;1,182;0,788;0,295;0,886;0,098;0,;248909,198000000003958;10396231,343000000342727;41,767000000000003;12,214;8,176;10,539999999999999;7,092;7,683;45,707000000000001;19,701000000000001;1,28;1,773;0,591;4,334;4,432;3,546;0,197;1,773;4,334;41,963999999999999;2,561;16,548999999999999;15,564;5,713;1,477;41,865000000000002;40030106;Lundedalen;4003;Skien;1632606,573000000091270;;1,;1,
192050_6575850;2,;1,;55,;2,;3,;0,;0,;58,;53,798999999999999;2441,;77,468999999999994;39,927;3,116;2,597;1,211;1,385;3,809;11,08;10,041;7,964;6,232;9,349;13,504;10,041;53,211;80,687;4293,014000000000124;1,211;1,731;0,346;1,038;1,904;4,847;3,116;3,116;3,289;5,367;9,522;5,54;56,979999999999997;41,206000000000003;2347,916000000000167;1,904;0,865;0,865;0,346;1,904;6,232;6,925;4,847;2,943;3,982;3,982;4,501;49,281;39,473999999999997;1945,308999999999969;19,736999999999998;39,927;19,390999999999998;13,776999999999999;71,855999999999995;10,734;6,059;0,;42,591000000000001;14,023;80,687;11,946;17,312999999999999;27,181999999999999;56,441000000000003;41,552;0,692;1,731;2,423;43,975999999999999;7,098;1,731;1,038;2,77;9,868;1,385;1,038;0,;0,346;1,385;56,613999999999997;34,799999999999997;4,847;6,406;3,982;8,829000000000001;7,444;4,155;1,731;0,346;0,865;514150,943000000028405;37743283,582000002264977;73,409000000000006;6,925;8,829000000000001;13,85;20,776;11,773;5,54;2,077;1,385;0,519;1,558;0,173;0,;248909,198000000003958;18272164,179000001400709;73,409000000000006;21,468;14,369999999999999;18,524999999999999;12,465;13,504;80,334000000000003;34,625999999999998;2,25;3,116;1,038;7,617;7,791;6,232;0,346;3,116;7,617;73,754999999999995;4,501;29,085999999999999;27,355;10,041;2,597;73,581999999999994;40030106;Lundedalen;4003;Skien;3013570,217000000178814;;1,;1,
192050_6575950;2,;2,;50,;1,;6,;0,;0,;54,;50,088999999999999;3788,;72,126000000000005;61,961;2,901;2,417;1,128;1,289;3,546;10,316000000000001;9,349;7,414;5,803;8,704000000000001;12,573;9,349;53,211;75,116;3996,943999999999960;1,128;1,611;0,322;0,967;1,773;4,513;2,901;2,901;3,062;4,997;8,865;5,158;56,979999999999997;38,363999999999997;2185,989999999999782;1,773;0,806;0,806;0,322;1,773;5,803;6,447;4,513;2,74;3,707;3,707;4,191;49,281;36,752000000000002;1811,150000000000091;18,376000000000001;61,961;18,053000000000001;21,379999999999999;75,453999999999994;9,994;5,641;0,;39,652999999999999;13,055999999999999;75,116;11,122;16,119;25,306999999999999;52,548999999999999;38,686;0,644;1,611;2,256;40,942999999999998;6,609;1,611;0,967;2,579;9,188000000000001;1,289;0,967;0,;0,322;1,289;52,711;32,399999999999999;4,513;5,964;3,707;8,221;6,931;3,868;1,611;0,322;0,806;514150,943000000028405;35140298,506999999284744;68,346000000000004;6,447;8,221;12,895;19,343;10,961;5,158;1,934;1,289;0,483;1,45;0,161;0,;248909,198000000003958;17012014,925000000745058;68,346000000000004;19,988;13,379;17,247;11,606;12,573;74,793999999999997;32,238;2,095;2,901;0,967;7,092;7,253;5,803;0,322;2,901;7,092;68,668000000000006;4,191;27,079999999999998;25,468;9,349;2,417;68,507000000000005;40030106;Lundedalen;4003;Skien;2805737,788000000175089;;1,;1,
192050_6576050;0,;0,;2,;0,;6,;0,;0,;2,;1,855;2722,;2,564;44,792000000000002;0,107;0,104;0,044;0,047;0,149;0,506;0,316;0,321;0,339;0,333;0,334;0,238;49,503999999999998;2,837;140,466000000000008;0,032;0,065;0,017;0,029;0,086;0,256;0,137;0,149;0,169;0,187;0,223;0,149;52,103999999999999;1,502;78,266999999999996;0,074;0,038;0,026;0,017;0,062;0,25;0,178;0,172;0,169;0,146;0,11;0,089;46,582999999999998;1,335;62,204999999999998;1,03;44,792000000000002;0,655;15,375999999999999;17,285;0,679;0,271;0,;1,091;0,289;2,843;0,527;0,649;0,694;1,871;1,234;0,023;0,089;0,113;1,347;0,318;0,041;0,029;0,071;0,39;0,077;0,029;0,;0,017;0,047;1,863;1,213;0,125;0,241;0,169;0,259;0,253;0,149;0,047;0,017;0,05;676438,204000000027008;1709749,243999999947846;2,527;0,196;0,235;0,47;0,632;0,447;0,232;0,113;0,047;0,05;0,086;0,003;0,011;309358,479999999981374;781927,194000000017695;2,527;0,78;0,622;0,623;0,304;0,50;2,831;1,055;0,11;0,095;0,029;0,339;0,342;0,339;0,006;0,089;0,167;2,575;0,089;0,805;1,102;0,47;0,104;2,572;40030106;Lundedalen;4003;Skien;99748,774999999994179;;;1,
192150_6575750;0,;0,;0,;0,;1,;0,;0,;0,;0,;914,;0,;13,478;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;13,478;0,;4,665;4,665;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40030103;Lundetoppen;4003;Skien;0,;;1,;1,
192150_6575350;0,;1,;35,;3,;4,;0,;0,;36,;33,392000000000003;1873,;52,045000000000002;34,527000000000001;1,473;0,421;0,421;0,421;2,421;6,526;3,578;4,631;6,631;10,526;11,683999999999999;3,684;57,93;52,314999999999998;3030,652999999999793;1,052;0,21;0,21;0,21;0,947;3,368;1,263;2,21;3,368;6,21;6,;2,21;58,789999999999999;27,263000000000002;1602,800999999999931;0,421;0,21;0,21;0,21;1,473;3,157;2,315;2,421;3,263;4,315;5,684;1,473;57,;25,052;1428,;18,420999999999999;34,527000000000001;11,894;11,935;52,085000000000001;1,684;0,842;0,;40,947000000000003;3,684;52,420999999999999;8,105;18,105;7,684;33,893999999999998;19,263000000000002;0,842;0,842;1,684;20,946999999999999;11,683999999999999;0,421;0,21;0,631;12,315;0,526;0,21;0,;0,;0,21;34,;23,577999999999999;2,631;3,157;2,736;3,368;5,052;4,315;1,894;1,052;1,789;1042436,305000000051223;51682894,736000001430511;49,578000000000003;2,842;4,315;7,684;12,526;7,473;5,263;3,473;1,578;1,157;2,526;0,21;0,526;364357,749000000010710;18064473,684000000357628;49,578000000000003;9,263;7,368;21,893999999999998;5,473;8,105;52,104999999999997;16,315000000000001;1,263;2,842;1,894;5,789;9,263;8,842000000000001;0,;1,368;2,526;50,104999999999997;2,315;11,368;21,052;10,631;5,157;50,526000000000003;40030102;Hjellen;4003;Skien;2024560,192999999970198;;1,;1,
192150_6575450;5,;0,;62,;4,;5,;0,;0,;67,;62,146999999999998;2921,;96,861999999999995;52,186999999999998;3,119;2,744;1,065;1,316;6,528;15,635999999999999;10,494999999999999;10,849;11,007999999999999;14,726000000000001;14,349;3,784;50,188000000000002;95,757000000000005;4805,953000000000429;1,591;1,583;0,406;0,658;3,223;7,624;4,065;5,82;5,673;7,906;7,836;2,324;51,247;49,186999999999998;2520,735999999999876;1,527;1,16;0,658;0,658;3,304;8,010999999999999;6,43;5,029;5,334;6,82;6,512;1,459;49,076999999999998;46,569000000000003;2285,525000000000091;33,492;52,186999999999998;21,693999999999999;18,064;93,231999999999999;7,304;3,131;0,;55,405999999999999;22,376999999999999;95,844999999999999;15,119;20,513000000000002;23,013000000000002;58,646000000000001;34,447000000000003;1,793;1,531;3,324;37,771999999999998;16,375;1,759;0,658;2,417;18,792999999999999;1,761;0,658;0,;0,;0,658;58,984999999999999;49,308999999999997;4,868;5,191;4,714;4,139;7,348;6,086;2,177;1,234;2,321;788371,807999999960884;68896195,304000005125999;87,391;9,513999999999999;7,70;15,324;19,475000000000001;13,082000000000001;8,343;5,444;2,271;1,573;3,457;0,291;0,911;323573,264000000024680;28277224,772999998182058;87,391;22,689;18,978999999999999;30,742999999999999;7,041;16,001999999999999;95,456000000000003;31,890999999999998;2,481;4,53;3,017;8,173999999999999;14,438000000000001;15,198;0,482;2,;6,817;89,031000000000006;4,952;23,288;33,591000000000001;18,57;8,98;89,382000000000005;40030103;Lundetoppen;4003;Skien;3767931,470000000204891;;1,;1,
192150_6575550;1,;0,;4,;0,;5,;0,;0,;5,;4,637;5500,;5,925;84,844999999999999;0,186;0,274;0,076;0,12;0,618;1,346;0,974;0,86;0,597;0,644;0,458;0,076;42,417999999999999;6,237;264,584999999999980;0,076;0,126;0,016;0,06;0,328;0,588;0,369;0,49;0,32;0,285;0,279;0,06;44,015000000000001;3,049;134,249;0,109;0,147;0,06;0,06;0,29;0,757;0,604;0,369;0,277;0,359;0,178;0,016;40,896000000000001;3,187;130,361999999999995;2,158;84,844999999999999;1,562;29,367000000000001;33,729999999999997;0,421;0,173;0,;2,409;3,002;6,237;0,79;0,671;2,165;3,627;2,357;0,142;0,085;0,227;2,584;0,68;0,126;0,06;0,186;0,866;0,158;0,06;0,;0,;0,06;3,67;3,664;0,358;0,35;0,328;0,172;0,391;0,255;0,068;0,038;0,085;486827,733999999996740;2781049,879999999888241;5,712;0,922;0,512;1,10;1,109;0,824;0,463;0,336;0,106;0,082;0,199;0,008;0,046;282674,967999999993481;1614807,726999999955297;5,712;2,022;1,509;1,343;0,241;1,098;6,215;2,221;0,153;0,257;0,167;0,38;0,789;0,958;0,06;0,125;0,594;5,708;0,383;1,643;1,996;1,131;0,553;5,708;40030104;Mølla;4003;Skien;230500,904999999998836;;1,;1,
192250_6575750;0,;0,;30,;0,;10,;0,;0,;30,;27,827000000000002;11990,;34,841999999999999;176,814999999999998;0,655;1,311;0,327;0,655;3,77;7,868;5,573;4,59;2,623;2,786;1,639;0,327;40,492;31,966999999999999;1294,352000000000089;0,327;0,327;0,;0,327;1,967;3,114;1,967;2,623;1,475;1,147;0,983;0,327;42,781;14,754;631,179999999999950;0,327;0,983;0,327;0,327;1,803;4,754;3,606;1,967;1,147;1,639;0,655;0,;38,531;17,213000000000001;663,221000000000004;10,983000000000001;176,814999999999998;9,18;61,198999999999998;86,861000000000004;0,;0,;0,;11,311;20,655000000000001;31,966999999999999;2,459;3,606;12,459;18,524000000000001;13,278;0,819;0,327;1,147;14,426;2,623;0,327;0,327;0,655;3,278;0,819;0,327;0,;0,;0,327;18,852;19,672000000000001;2,131;2,131;1,967;0,983;2,131;0,983;0,327;0,163;0,327;386635,637999999977183;11915983,606000000610948;30,818999999999999;5,245;2,786;5,901;5,901;4,262;2,295;1,967;0,491;0,491;1,311;0,;0,163;276795,211999999999534;8530737,703999999910593;30,818999999999999;12,131;7,541;5,737;0,819;5,573;31,803000000000001;11,638999999999999;0,655;1,311;0,819;1,803;3,934;5,082;0,327;0,819;3,278;29,672000000000001;2,131;8,359999999999999;10,819000000000001;5,573;2,786;29,672000000000001;40030104;Mølla;4003;Skien;1355367,909999999916181;;1,;1,
192250_6575550;0,;0,;35,;1,;8,;0,;0,;35,;32,465000000000003;7267,;41,478000000000002;107,165000000000006;0,765;1,53;0,382;0,765;4,398;9,18;6,502;5,355;3,06;3,251;1,912;0,382;40,492;37,295000000000002;1510,076999999999998;0,382;0,382;0,;0,382;2,295;3,633;2,295;3,06;1,721;1,338;1,147;0,382;42,781;17,213000000000001;736,376999999999953;0,382;1,147;0,382;0,382;2,103;5,546;4,207;2,295;1,338;1,912;0,765;0,;38,531;20,082000000000001;773,758000000000038;12,814;107,165000000000006;10,711;37,091999999999999;67,859999999999999;0,;0,;0,;13,196;24,097999999999999;37,295000000000002;2,868;4,207;14,535;21,611999999999998;15,491;0,956;0,382;1,338;16,829999999999998;3,06;0,382;0,382;0,765;3,825;0,956;0,382;0,;0,;0,382;21,994;22,949999999999999;2,486;2,486;2,295;1,147;2,486;1,147;0,382;0,191;0,382;386635,637999999977183;13901980,873999999836087;35,956000000000003;6,12;3,251;6,885;6,885;4,972;2,677;2,295;0,573;0,573;1,53;0,;0,191;276795,211999999999534;9952527,322000000625849;35,956000000000003;14,153;8,797000000000001;6,694;0,956;6,502;37,103000000000002;13,579000000000001;0,765;1,53;0,956;2,103;4,59;5,929;0,382;0,956;3,825;34,616999999999997;2,486;9,754;12,622999999999999;6,502;3,251;34,616999999999997;40030104;Mølla;4003;Skien;1613506,341000000014901;;1,;1,
192250_6575650;0,;0,;27,;0,;10,;0,;0,;27,;25,044;8034,;28,474;118,475999999999999;0,59;1,18;0,295;0,59;3,393;7,082;5,016;4,131;2,36;2,508;1,475;0,295;40,492;28,77;1164,916999999999916;0,295;0,295;0,;0,295;1,77;2,803;1,77;2,36;1,327;1,032;0,885;0,295;42,781;13,278;568,062000000000012;0,295;0,885;0,295;0,295;1,623;4,278;3,245;1,77;1,032;1,475;0,59;0,;38,531;15,491;596,899000000000001;9,885;118,475999999999999;8,262;41,006999999999998;61,218000000000004;0,;0,;0,;10,18;18,59;28,77;2,213;3,245;11,212999999999999;16,672000000000001;11,949999999999999;0,737;0,295;1,032;12,983000000000001;2,36;0,295;0,295;0,59;2,95;0,737;0,295;0,;0,;0,295;16,966999999999999;17,704000000000001;1,918;1,918;1,77;0,885;1,918;0,885;0,295;0,147;0,295;386635,637999999977183;10724385,244999999180436;27,736999999999998;4,721;2,508;5,311;5,311;3,836;2,065;1,77;0,442;0,442;1,18;0,;0,147;276795,211999999999534;7677663,934000000357628;27,736999999999998;10,917999999999999;6,786;5,163;0,737;5,016;28,623000000000001;10,475;0,59;1,18;0,737;1,623;3,541;4,573;0,295;0,737;2,95;26,704000000000001;1,918;7,524;9,737;5,016;2,508;26,704000000000001;40030104;Mølla;4003;Skien;1107644,280000000027940;;1,;1,
192250_6575850;1,;0,;16,;2,;6,;0,;0,;17,;15,768000000000001;6611,;24,670999999999999;121,102000000000004;0,864;0,576;0,144;0,432;1,224;2,593;1,872;1,872;2,305;3,385;5,474;3,385;58,711;23,987000000000002;1408,292999999999893;0,288;0,144;0,;0,288;0,648;1,152;0,792;0,576;1,224;1,872;3,601;2,305;63,453;12,821999999999999;813,557999999999993;0,576;0,432;0,144;0,144;0,576;1,44;1,08;1,296;1,08;1,512;1,872;1,08;53,259999999999998;11,164999999999999;594,660999999999945;6,05;121,102000000000004;5,618;41,933;60,984999999999999;0,432;0,;0,;20,529;1,944;23,987000000000002;2,449;8,282999999999999;5,33;16,062999999999999;10,805;0,144;0,144;0,288;11,093;4,033;0,36;0,144;0,504;4,538;0,432;0,144;0,;0,;0,144;16,207000000000001;14,406000000000001;0,648;1,224;1,152;1,512;2,737;2,089;0,432;0,144;0,504;704818,839999999967404;17515942,796000000089407;24,850999999999999;3,025;2,953;4,394;5,762;4,033;1,728;1,008;0,576;0,432;0,792;0,072;0,072;266340,579000000027008;6619014,830000000074506;24,850999999999999;5,042;3,313;7,491;4,538;3,457;23,843;9,436;0,936;0,792;0,864;2,305;3,673;2,521;0,144;0,432;1,08;22,186;0,504;6,915;8,715999999999999;4,178;1,944;22,257999999999999;40030107;Kverndalen;4003;Skien;959708,533000000054017;;1,;1,
