Region;Navn;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Anmodning om bosetting;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Opprinnelig anmodning;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting;Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Faktisk bosetting (sammenslått for tidligere fylker);Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting;Bosetting: Vedtak om bosetting
;;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent
;;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 1995;År: 1996;År: 1997;År: 1998;År: 1999;År: 2000;År: 2001;År: 2002;År: 2003;År: 2004;År: 2005;År: 2006;År: 2007;År: 2008;År: 2009;År: 2010;År: 2011;År: 2012;År: 2013;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022
K3001;Halden;20;.;15;20;50;30;30;40;50;30;20;20;20;15;20;35;20;30;30;35;30;70;45;20;12;10;10;10;100;.;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100.00;100;100;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;6;10;22;49;59;14;16;12;:;8;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20;33.3;62.9;163.3;84.3;31.11;80;100;:;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;.;0;0;0;0;0;0;.;20;.;.;.;.;20;4;10;10;10;21;48;57;15;15;12;10;10;;100;.;0;0;0;0;0;0;.;66.7;.;.;.;.;100;11.4;50;33.3;33.3;60;160;81.4;33.33;75;100;100;100;
K0104;Moss (t.o.m. 2019);20;.;15;15;50;30;30;40;50;30;30;30;30;30;40;55;45;50;40;45;40;80;47;44;36;;;;100;.;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100.00;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;34;23;20;35;80;42;29;35;;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;68;57.5;44.4;87.5;100;89.36;65.91;97.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.;.;0;30;.;0;20;30;20;30;30;30;30;40;55;45;20;20;20;43;80;50;35;36;;;;0;.;.;0;60;.;0;50;60;66.7;100;100;100;100;100;100;100;40;50;44.4;107.5;100;106.38;79.55;100;;;
K3003;Sarpsborg;20;.;25;25;100;40;40;65;70;50;50;50;50;50;65;80;55;60;50;60;65;130;90;55;44;24;24;30;100;.;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100.00;100;100;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;44;54;59;82;102;78;43;34;22;25;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;73.3;108;98.3;126.2;78.5;86.67;78.18;77.27;92;104.1666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;10;15;15;15;15;28;65;50;20;34;33;33;34;65;50;30;60;50;65;70;130;90;45;44;35;24;;75;.;60;60;15;37.5;70;100;71.4;40;68;66;66;68;100;62.5;54.5;100;100;108.3;107.7;100;100.00;81.82;100;146;100;
K3004;Fredrikstad;50;.;40;40;130;60;60;110;130;90;70;70;70;75;95;100;85;100;85;100;90;180;127;68;60;38;46;46;100;.;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100.00;100;100;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;48;47;59;108;165;123;59;55;27;42;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;48;55.3;59;120;91.7;96.85;86.76;91.67;71;91.30434783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;40;40;40;60;60;60;70;70;50;50;50;75;40;55;50;45;50;50;69;105;180;135;68;60;58;46;;120;.;100;100;46.2;100;100;63.6;53.8;55.6;71.4;71.4;107.1;53.3;57.9;50;52.9;50;58.8;69;116.7;100;106.30;100;100;153;100;
K3011;Hvaler;0;.;.;.;30;15;15;15;10;5;.;.;.;.;15;25;5;10;10;15;15;30;10;.;.;:;0;0;.;.;.;.;100;100;100;100;100;100;.;.;.;.;100;100;100;100;100;100;100;100;100.00;100;100;:;.;;;;;;;;;;;;;;;;;;;;;;;;;;;:;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;16;12;17;8;15;:;.;:;0;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;50;160;80;113.3;26.7;150.00;:;.;:;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;.;.;.;20;.;20;4;.;.;.;.;.;.;15;15;5;4;10;15;15;15;10;.;.;:;0;;.;.;.;.;66.7;.;133.3;26.7;.;.;.;.;.;.;100;60;100;40;100;100;100;50;100.00;.;.;:;.;
K3012;Aremark;0;.;.;.;30;30;15;10;10;5;5;.;.;.;15;15;5;15;15;15;15;20;0;.;.;:;0;0;.;.;.;.;100;100;100;100;100;100;100;.;.;.;100;100;100;100;100;100;100;100;100.00;100;100;:;.;;;;;;;;;;;;;;;;;;;;;;;;;;;:;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;.;15;.;.;.;.;:;0;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;.;100;.;.;.;.;:;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;.;.;.;.;.;5;6;0;5;.;.;.;.;5;.;.;.;0;.;15;.;0;.;.;:;0;;.;.;.;.;.;.;33.3;60;0;100;.;.;.;.;33.3;.;.;.;0;.;100;.;.;.;.;:;.;
K3013;Marker;0;.;.;.;30;15;15;10;10;5;5;10;10;10;15;15;10;15;15;10;10;15;10;.;.;:;0;0;.;.;.;.;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100.00;100;100;:;.;;;;;;;;;;;;;;;;;;;;;;;;;;;:;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;0;5;5;15;.;.;.;:;0;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;33.3;0;50;50;100;.;.;.;:;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;.;.;.;10;14;15;10;15;.;.;10;10;.;5;.;2;3;0;4;6;15;5;.;.;:;0;;.;.;.;.;33.3;93.3;100;100;150;.;.;100;100;.;33.3;.;20;20;0;40;60;100;50.00;.;.;:;.;
K0121;Rømskog (t.o.m. 2019);.;.;.;.;.;.;.;15;.;.;.;.;.;.;.;.;.;.;.;10;10;10;10;.;.;;;;.;.;.;.;.;.;.;100;.;.;.;.;.;.;.;.;.;.;.;100;100;100;100.00;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;.;0;14;:;.;:;;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;140;:;.;:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;10;10;.;.;;;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;100;100.00;.;.;;;
