ogc_fid;SSBID0250M;pop_tot
1;19250006618000;6
2;19250006618250;1
3;19252506617000;12
4;19252506617250;8
5;19252506617500;9
6;19252506618000;4
7;19252506618250;4
8;19252506618500;5
9;19255006616750;11
10;19255006617000;36
11;19255006617250;19
12;19255006617500;17
13;19255006618000;2
14;19255006618250;1
15;19255006618500;4
16;19257506617000;8
17;19257506617250;28
18;19257506617500;2
19;19260006617000;16
20;19262506617000;5
21;19262506617250;4
22;19382506806500;2
23;19385006806500;3
24;19387506630750;10
25;19390006630500;23
26;19390006630750;25
27;19392506630250;3
28;19392506630500;11
29;19392506630750;20
30;19392506631000;10
31;19395006630750;7
32;19395006631000;3
33;19395006808000;1
34;19395006808250;1
35;19400006601250;1
36;19400006603750;24
37;19400006604000;2
38;19402506601250;27
39;19402506601500;10
40;19402506602250;9
41;19402506602500;18
42;19402506602750;15
43;19402506603750;9
44;19402506604000;2
45;19402506604250;2
46;19402506604750;10
47;19402506606500;8
48;19402506782000;12
49;19402506782500;4
50;19405006600500;1
51;19405006600750;25
52;19405006601000;69
53;19405006601250;17
54;19405006601500;5
55;19405006601750;21
56;19405006602000;16
57;19405006602250;4
58;19405006602500;10
59;19405006602750;22
60;19405006603750;10
61;19405006604000;5
62;19405006604250;2
63;19405006604750;28
64;19405006605000;13
65;19405006606500;9
66;19405006606750;7
67;19405006782000;2
68;19405006782250;14
69;19405006782500;1
70;19407506598500;3
71;19407506598750;5
72;19407506599750;2
73;19407506600500;34
74;19407506600750;32
75;19407506601000;11
76;19407506601250;7
77;19407506601500;14
78;19407506601750;5
79;19407506602000;10
80;19407506602250;1
81;19407506602750;7
82;19407506603000;8
83;19407506603250;12
84;19407506603500;12
85;19407506603750;3
86;19407506604000;7
87;19407506604250;13
88;19407506604500;9
89;19407506604750;50
90;19407506605000;5
91;19407506605250;9
92;19407506605750;13
93;19407506606000;2
94;19407506606250;11
95;19407506606500;26
96;19407506606750;47
97;19407506607000;6
98;19407506781750;4
99;19407506782000;11
100;19407506782250;11
101;19407506782500;8
102;19407506782750;9
103;19410006598000;6
104;19410006599000;1
105;19410006599750;1
106;19410006600000;10
107;19410006600250;7
108;19410006600500;46
109;19410006600750;4
110;19410006602750;8
111;19410006603000;8
112;19410006603250;2
113;19410006603500;6
114;19410006604250;4
115;19410006604500;10
116;19410006604750;11
117;19410006605000;16
118;19410006605250;17
119;19410006605500;20
120;19410006605750;38
121;19410006606000;11
122;19410006606250;15
123;19410006606500;18
124;19410006606750;14
125;19410006610500;1
126;19410006771750;3
127;19410006782000;27
128;19410006782250;6
129;19410006782500;2
130;19410006782750;5
131;19412506597750;9
132;19412506598000;5
133;19412506599750;3
134;19412506600000;3
135;19412506600250;3
136;19412506600500;6
137;19412506603000;6
138;19412506603750;21
139;19412506604000;2
140;19412506604750;13
141;19412506605000;34
142;19412506605250;21
143;19412506605500;13
144;19412506605750;13
145;19412506606000;24
146;19412506606250;12
147;19412506606500;16
148;19412506607000;3
149;19412506609500;33
150;19412506609750;64
151;19412506610000;37
152;19412506610250;58
153;19412506610500;40
154;19412506771750;10
155;19412506782000;49
156;19412506782250;21
157;19412506782500;1
158;19412506782750;2
159;19412506783000;1
160;19415006597750;19
161;19415006598000;16
162;19415006598250;14
163;19415006599750;7
164;19415006600250;13
165;19415006603000;2
166;19415006603500;3
167;19415006603750;2
168;19415006604500;6
