measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,332,Meningitis,3,Rate,2019,12.240568394972719,13.679125337567001,10.825220545214657
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,332,Meningitis,3,Rate,2019,9.366725373848922,10.543408351748312,8.304235698921438
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,337,Encephalitis,3,Rate,2019,7.229142645060797,8.402789254855739,5.833474248793164
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,337,Encephalitis,3,Rate,2019,4.891071087877017,5.930979980055916,3.180194562971736
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,338,Diphtheria,3,Rate,2019,0.014923393381307435,0.019522592124341903,0.01146970644269031
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,338,Diphtheria,3,Rate,2019,0.0066409017063807285,0.011288290383272418,0.004188660583437858
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,339,Whooping cough,3,Rate,2019,0.04664102758862179,0.0989973032509887,0.0062603699795680335
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,339,Whooping cough,3,Rate,2019,0.05856174970711388,0.10209002059768293,0.006135194344279481
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,340,Tetanus,3,Rate,2019,0.2585564930922837,0.4882817632859224,0.01172809433639957
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,340,Tetanus,3,Rate,2019,0.13854582438936933,0.21253502598948526,0.08848188785129021
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,341,Measles,3,Rate,2019,0.009126216491854479,0.013103005699605695,0.003945525183989107
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,341,Measles,3,Rate,2019,0.007637688051135941,0.012210553260842492,0.0038432626947953762
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,342,Varicella and herpes zoster,3,Rate,2019,3.216704622629578,4.339584481521583,0.8389509115623595
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,342,Varicella and herpes zoster,3,Rate,2019,8.597650214746873,11.100764137709188,1.4273770494658895
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,345,Malaria,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,346,Chagas disease,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,346,Chagas disease,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,347,Leishmaniasis,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,347,Leishmaniasis,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,350,African trypanosomiasis,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,350,African trypanosomiasis,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,351,Schistosomiasis,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,351,Schistosomiasis,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,352,Cysticercosis,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,352,Cysticercosis,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,353,Cystic echinococcosis,3,Rate,2019,0.022740382322226728,0.039694467608299505,0.00846722148499465
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,353,Cystic echinococcosis,3,Rate,2019,0.016223660015162206,0.028084896800039852,0.006163405080250103
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,357,Dengue,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,357,Dengue,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,358,Yellow fever,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,358,Yellow fever,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,359,Rabies,3,Rate,2019,0.1635951369233226,0.21438966669498127,0.12442101968939918
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,359,Rabies,3,Rate,2019,0.12431167699773407,0.16024156878670817,0.09436228848867322
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,360,Intestinal nematode infections,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,360,Intestinal nematode infections,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,500,Atrial fibrillation and flutter,3,Rate,2019,172.75030942539172,209.50874899941147,98.24471259923051
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,500,Atrial fibrillation and flutter,3,Rate,2019,189.0085625666299,223.06840932594463,116.31066554691851
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,501,Aortic aneurysm,3,Rate,2019,255.2501451555098,289.0181928223388,223.0721280565783
